geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.3490819 39.4698215),,,yes,bus_stop,Amistat,EMT,Empresa Municipal de Transportes de Valencia,platform,140,yes,www.emtvalencia.es,Sants Just i Pastor - Duc de Gaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
POINT (-0.3561395 39.4675759),yes,yes,yes,bus_stop,Cardenal Benlloch (parell) - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,150,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
POINT (-0.3503043 39.4683302),yes,no,yes,bus_stop,Dr. Manuel Candela (imparell) - Rodríguez de Cepeda,EMT,Empresa Municipal de Transportes de Valencia,platform,1118,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
POINT (-0.3512452 39.4660614),,,yes,bus_stop,Dr. Manuel Candela (imparell) - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,1119,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
POINT (-0.3550302 39.469844),yes,,yes,bus_stop,Cardenal Benlloch - La Pobla de Farnals,EMT,Empresa Municipal de Transportes de Valencia,platform,1677,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
POINT (-0.3576047 39.464559),yes,no,yes,bus_stop,Eduard Boscà - Balears,EMT,Empresa Municipal de Transportes de Valencia,platform,231,yes,www.emtvalencia.es,,,,,2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3529326 39.4609153),,,yes,bus_stop,Tomàs Montañana - França,EMT,Empresa Municipal de Transportes de Valencia,platform,1365,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3532715 39.4611141),,,yes,bus_stop,Tomàs Montañana - Albereda,EMT,Empresa Municipal de Transportes de Valencia,platform,1362,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3565443 39.4615038),,,yes,bus_stop,França - Albereda,EMT,Empresa Municipal de Transportes de Valencia,platform,1461,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3567093 39.4609598),,,yes,bus_stop,Albereda - Pont del Regne,EMT,Empresa Municipal de Transportes de Valencia,platform,1462,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3456855 39.4587107),yes,,yes,bus_stop,França - Trafalgar,EMT,Empresa Municipal de Transportes de Valencia,platform,1540,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3488032 39.4593872),,,yes,bus_stop,França - Pintor Maella,EMT,Empresa Municipal de Transportes de Valencia,platform,1539,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3520903 39.4601018),,,yes,bus_stop,França - Albereda,EMT,Empresa Municipal de Transportes de Valencia,platform,1538,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3586149 39.4630033),,,yes,bus_stop,Parc Gulliver,EMT,Empresa Municipal de Transportes de Valencia,platform,1537,,www.emtvalencia.es,Albereda - Pont Àngel Custodi,Alameda - Puente Ángel Custodio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3584194 39.4632192),,,yes,bus_stop,Parc Gulliver,EMT,Empresa Municipal de Transportes de Valencia,platform,1536,yes,www.emtvalencia.es,Albereda - Eduard Boscà,Alameda - Eduardo Boscá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3523428 39.4605229),yes,no,yes,bus_stop,França - Pare Tomás Montañana,EMT,Empresa Municipal de Transportes de Valencia,platform,1535,yes,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.350151 39.4600416),yes,no,yes,bus_stop,França - Vicente Beltrán,EMT,Empresa Municipal de Transportes de Valencia,platform,1534,yes,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.346275 39.459208),,,yes,bus_stop,França - Higinio Noja,EMT,Empresa Municipal de Transportes de Valencia,platform,1533,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3435548 39.4588982),no,no,yes,bus_stop,Menorca - França,EMT,Empresa Municipal de Transportes de Valencia,platform,1532,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.352817 39.4593166),,,yes,bus_stop,Albereda (riu) - L'Hemisfèric,EMT,Empresa Municipal de Transportes de Valencia,platform,1744,,www.emtvalencia.es,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3502346 39.4575293),yes,no,yes,bus_stop,Albereda (riu) - Museu de les Ciències,EMT,Empresa Municipal de Transportes de Valencia,platform,1745,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.345052 39.4576032),yes,,yes,bus_stop,Menorca (imparell) - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,1746,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3499598 39.4576858),,,yes,bus_stop,Albereda - Museu de les Ciències,EMT,Empresa Municipal de Transportes de Valencia,platform,1760,,www.emtvalencia.es,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.345978 39.4573697),yes,no,yes,bus_stop,Menorca - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,1759,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3526388 39.4595307),,,yes,bus_stop,Albereda - L'Hemisfèric,EMT,Empresa Municipal de Transportes de Valencia,platform,1761,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3485271 39.4591264),,,yes,bus_stop,Pintor Maella (parell) - França,EMT,Empresa Municipal de Transportes de Valencia,platform,1953,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3482163 39.4575995),,,yes,bus_stop,Pintor Maella - Luis Bolinches Compañ,EMT,Empresa Municipal de Transportes de Valencia,platform,1954,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3475134 39.4569886),no,yes,yes,bus_stop,Pintor Maella - Menorca,EMT,Empresa Municipal de Transportes de Valencia,platform,1955,no,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3482538 39.4590719),,,yes,bus_stop,Pintor Maella (imparell) - França,EMT,Empresa Municipal de Transportes de Valencia,platform,1956,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3416487 39.4578286),,,yes,bus_stop,França - Camí Fondo del Grao,EMT,Empresa Municipal de Transportes de Valencia,platform,2324,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3459484 39.4570558),no,no,yes,bus_stop,bus turístico,,,platform,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3522808 39.4634868),,,yes,bus_stop,Tomàs Montañana (parell) - Astúries,EMT,Empresa Municipal de Transportes de Valencia,platform,1120,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3519967 39.4632599),,,yes,bus_stop,Tomàs Montañana (imparell) - Astúries,EMT,Empresa Municipal de Transportes de Valencia,platform,1109,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3561598 39.4668591),yes,no,yes,bus_stop,Port - Eduard Boscà,EMT,Empresa Municipal de Transportes de Valencia,platform,1616,yes,www.emtvalencia.es,,,yes,no,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3530918 39.4659463),yes,,yes,bus_stop,Port - Riu Escalona,EMT,Empresa Municipal de Transportes de Valencia,platform,1617,yes,www.emtvalencia.es,,,,,,,,yes,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3507567 39.4652421),,,yes,bus_stop,Port - Tomàs Montañana,EMT,Empresa Municipal de Transportes de Valencia,platform,1618,yes,www.emtvalencia.es,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3564222 39.4664153),,,yes,bus_stop,Illes Canàries - Eduard Boscà,EMT,Empresa Municipal de Transportes de Valencia,platform,1599,yes,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3506327 39.4650307),,,yes,bus_stop,Illes Canàries - Lebon,EMT,Empresa Municipal de Transportes de Valencia,platform,1597,yes,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3535376 39.4658678),yes,no,yes,bus_stop,Illes Canàries - Riu Escalona,EMT,Empresa Municipal de Transportes de Valencia,platform,1598,yes,www.emtvalencia.es,,,no,no,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3442854 39.4633333),yes,,yes,bus_stop,Port - Trafalgar,EMT,Empresa Municipal de Transportes de Valencia,platform,2027,yes,www.emtvalencia.es,,,,,2024-07-12,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3417972 39.4625878),yes,,yes,bus_stop,Port - Noguera,EMT,Empresa Municipal de Transportes de Valencia,platform,1621,yes,www.emtvalencia.es,,,,,2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3391888 39.4618188),,,yes,bus_stop,Port - Eivissa,EMT,Empresa Municipal de Transportes de Valencia,platform,1622,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.348217 39.4644935),,,yes,bus_stop,Port - Cases Carbonell,EMT,Empresa Municipal de Transportes de Valencia,platform,1619,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3445877 39.4630324),yes,,yes,bus_stop,Illes Canàries - Trafalgar,EMT,Empresa Municipal de Transportes de Valencia,platform,1595,yes,www.emtvalencia.es,,,,,2024-07-03,,,limited,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3474526 39.4641187),,,yes,bus_stop,Illes Canàries - Vicente Beltrán,EMT,Empresa Municipal de Transportes de Valencia,platform,1596,yes,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.341673 39.461793),,,yes,bus_stop,Illes Canàries - Noguera,EMT,Empresa Municipal de Transportes de Valencia,platform,1594,,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3428141 39.4590237),yes,,yes,bus_stop,Menorca - Balears,EMT,Empresa Municipal de Transportes de Valencia,platform,1541,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3406383 39.4603712),,,yes,bus_stop,Menorca - Eivissa,EMT,Empresa Municipal de Transportes de Valencia,platform,1630,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3397585 39.4612241),yes,,yes,bus_stop,Eivissa (parell) - Illes Canàries,EMT,Empresa Municipal de Transportes de Valencia,platform,2060,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3488722 39.4630455),,,yes,bus_stop,Illes Canàries,EMT,Empresa Municipal de Transportes de Valencia,platform,1950,yes,www.emtvalencia.es,Pere II El Cerimoniós - Luis Merelo y Mas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3472196 39.4625611),,,yes,bus_stop,Pere II El Cerimoniós - Vicente Beltrán Grimalt,EMT,Empresa Municipal de Transportes de Valencia,platform,1951,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3477227 39.4611697),,,yes,bus_stop,Pintor Maella - Vicent Vidal (Cronista),EMT,Empresa Municipal de Transportes de Valencia,platform,1952,yes,www.emtvalencia.es,,,,,2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3464264 39.4633781),,,yes,bus_stop,Pintor Maella - Illes Canàries,EMT,Empresa Municipal de Transportes de Valencia,platform,1958,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3475551 39.4610294),,,yes,bus_stop,Pintor Maella - Balears,EMT,Empresa Municipal de Transportes de Valencia,platform,1957,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3393436 39.4614926),,,yes,bus_stop,Eivissa - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,2059,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3499653 39.4682958),yes,,yes,bus_stop,Dr. Manuel Candela (parell) - Rodríguez de Cepeda,EMT,Empresa Municipal de Transportes de Valencia,platform,144,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.346277 39.469014),,,yes,bus_stop,Sants Just i Pastor - Peris Brell,EMT,Empresa Municipal de Transportes de Valencia,platform,141,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3509044 39.4660117),,,yes,bus_stop,Dr. Manuel Candela (parell) - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,1110,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3389248 39.4669114),yes,,yes,bus_stop,Sants Just i Pastor - Escultor Esteve Edo,EMT,Empresa Municipal de Transportes de Valencia,platform,1500,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3430884 39.4681256),,,yes,bus_stop,Aiora,EMT,Empresa Municipal de Transportes de Valencia,platform,1499,yes,www.emtvalencia.es,Sants Just i Pastor (par) - Indústria,,,,,Aiora,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3370872 39.4663623),yes,no,yes,bus_stop,Sants Just i Pastor - Serradora,EMT,Empresa Municipal de Transportes de Valencia,platform,1501,yes,www.emtvalencia.es,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3376022 39.4627781),,,yes,bus_stop,Serradora - Peanya,EMT,Empresa Municipal de Transportes de Valencia,platform,1602,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3362032 39.4645308),yes,yes,yes,bus_stop,Marítim - Serradora,EMT,Empresa Municipal de Transportes de Valencia,platform,1757,yes,www.emtvalencia.es,Serradora - Jeroni de Montsori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3516124 39.4778186),yes,,yes,bus_stop,Clariano - Palància,EMT;Transport Públic Generalitat Valenciana,Empresa Municipal de Transportes de Valencia;Monbus,platform,867,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3541272 39.4789078),no,no,yes,bus_stop,Catalunya - Santa Cruz de la Zarza,EMT,Empresa Municipal de Transportes de Valencia,platform,866,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3463646 39.4770048),no,no,yes,bus_stop,Ramon Llull - Bernat Fenollar,EMT,Empresa Municipal de Transportes de Valencia,platform,1096,no,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.351817 39.4808354),,,yes,bus_stop,Catalunya - Clariano,EMT,Empresa Municipal de Transportes de Valencia,platform,1895,no,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3452671 39.4793922),no,no,yes,bus_stop,Campus Tarongers,EMT,Empresa Municipal de Transportes de Valencia,platform,1283,no,www.emtvalencia.es,Ramon Llull - Campus Tarongers,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3456691 39.4794347),yes,no,yes,bus_stop,Facultat de Ciències Socials,EMT,Empresa Municipal de Transportes de Valencia,platform,1282,yes,www.emtvalencia.es,Ramon Llull - Albalat dels Tarongers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3447605 39.4799166),,,yes,bus_stop,la Carrasca,EMT,Empresa Municipal de Transportes de Valencia,platform,1361,yes,www.emtvalencia.es,Tarongers - Ramon Llull,,,,,la Carrasca,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3471697 39.4801655),,,yes,bus_stop,Tarongers - Facultat de Magisteri,EMT,Empresa Municipal de Transportes de Valencia,platform,1489,yes,www.emtvalencia.es,Tarongers - Davant Acc.Pta.Prin.Universitats,Naranjos - Frente Acc.Pta.Prin.Universidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
