geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.3676198 39.4677385),no,no,yes,bus_stop,Marqués del Túria - Jorge Juan,EMT,Empresa Municipal de Transportes de Valencia,platform,687,no,www.emtvalencia.es,,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3735289 39.4652377),yes,no,yes,bus_stop,Marqués del Túria - Russafa,EMT,Empresa Municipal de Transportes de Valencia,platform,689,yes,,,,yes,no,2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3642757 39.469336),yes,,yes,bus_stop,Plaça Amèrica,EMT,Empresa Municipal de Transportes de Valencia,platform,764,yes,www.emtvalencia.es,Amèrica - Pont d'Aragó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.372454 39.4659621),no,,yes,bus_stop,Fèlix Pizcueta - Ciril Amorós,EMT,Empresa Municipal de Transportes de Valencia,platform,823,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.364882 39.4695706),yes,,yes,bus_stop,Amèrica - Marqués del Túria,EMT,Empresa Municipal de Transportes de Valencia,platform,777,yes,www.emtvalencia.es,,,,,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3678053 39.4692459),yes,yes,yes,bus_stop,Mercat de Colón,EMT,Empresa Municipal de Transportes de Valencia,platform,1805,no,www.emtvalencia.es,Comte de Salvatierra - Ciril Amorós,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3706689 39.4671035),no,yes,yes,bus_stop,Hernán Cortés - Ciril Amorós,EMT,Empresa Municipal de Transportes de Valencia,platform,834,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3690873 39.4710837),no,,yes,bus_stop,Comte de Salvatierra - Colón,EMT,Empresa Municipal de Transportes de Valencia,platform,1263,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.36581 39.4706958),yes,yes,yes,bus_stop,Pl. Amèrica - Navarro Reverter,EMT,Empresa Municipal de Transportes de Valencia,platform,2206,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3677515 39.4718349),yes,no,yes,bus_stop,Porta de la Mar,EMT,Empresa Municipal de Transportes de Valencia,platform,2251/2,yes,www.emtvalencia.es,Porta de la Mar (impar) - Navarro Reverter,Puerta del Mar (impar) - Navarro Reverter,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3678045 39.4722529),no,no,yes,bus_stop,Porta de la Mar,EMT,Empresa Municipal de Transportes de Valencia,platform,2252,no,www.emtvalencia.es,Porta de la Mar - Carrer del Justícia,Puerta del Mar - Calle del Justicia,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3676111 39.4717602),,,yes,bus_stop,Porta de la Mar,EMT,Empresa Municipal de Transportes de Valencia,platform,2251/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3676258 39.4716143),,,yes,bus_stop,Porta de la Mar,EMT,Empresa Municipal de Transportes de Valencia,platform,2250/2,yes,www.emtvalencia.es,Porta de la Mar (par) - Navarro Reverter,Puerta del Mar (par) - Navarro Reverter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727509.0,10,administrative,,el Pla del Remei,el Pla del Remei,,boundary,,,,,,
POINT (-0.3633196 39.4634324),yes,no,yes,bus_stop,Mestre Racional - Regne de València,EMT,Empresa Municipal de Transportes de Valencia,platform,602,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3655538 39.4681528),yes,yes,yes,bus_stop,Plaça de Cánovas,EMT,Empresa Municipal de Transportes de Valencia,platform,712,yes,www.emtvalencia.es,Marqués del Túria (par) - Cánovas,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3694773 39.4665029),,,yes,bus_stop,Marqués del Túria - Mestre Gozalbo,EMT,Empresa Municipal de Transportes de Valencia,platform,710,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3672778 39.4674238),,,yes,bus_stop,Marqués del Túria - Joaquín Costa,EMT,Empresa Municipal de Transportes de Valencia,platform,711,yes,www.emtvalencia.es,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3663347 39.4671399),,,yes,bus_stop,Ciscar - Comte d'Altea,EMT,Empresa Municipal de Transportes de Valencia,platform,734,no,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3651231 39.4653755),yes,yes,yes,bus_stop,Ciscar - Borriana,EMT,Empresa Municipal de Transportes de Valencia,platform,733,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3638254 39.4635078),yes,,yes,bus_stop,Císcar - Mestre Racional,EMT,Empresa Municipal de Transportes de Valencia,platform,732,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.365397 39.4635197),no,yes,yes,bus_stop,Joaquín Costa - Regne de València,EMT,Empresa Municipal de Transportes de Valencia,platform,731,no,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3671215 39.4659835),no,no,yes,bus_stop,Joaquín Costa - Comte d'Altea,EMT,Empresa Municipal de Transportes de Valencia,platform,1804,no,www.emtvalencia.es,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3725517 39.4648385),no,yes,yes,bus_stop,Regne de València - Gregori Mayans,EMT,Empresa Municipal de Transportes de Valencia,platform,726,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.367685 39.4638033),yes,yes,yes,bus_stop,Regne de València - Mestre Gozalbo,EMT,Empresa Municipal de Transportes de Valencia,platform,725,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3631883 39.4628267),yes,no,yes,bus_stop,Regne de València - Ciscar,EMT,Empresa Municipal de Transportes de Valencia,platform,1042,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3612579 39.4634651),yes,no,yes,bus_stop,Jacinto Benavente - Peris i Valero,EMT,Empresa Municipal de Transportes de Valencia,platform,1428,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3627623 39.4662198),yes,no,yes,bus_stop,Jacinto Benavente - Borriana,EMT,Empresa Municipal de Transportes de Valencia,platform,1427,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3624183 39.4664855),no,no,yes,bus_stop,Jacinto Benavente - Palau de la Música,EMT,Empresa Municipal de Transportes de Valencia,platform,1764,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3613234 39.464679),yes,no,yes,bus_stop,Jacinto Benavente - Pont Àngel Custodi,EMT,Empresa Municipal de Transportes de Valencia,platform,1763,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3723872 39.4652747),yes,,yes,bus_stop,Marqués del Túria - Gregori Maians,EMT,Empresa Municipal de Transportes de Valencia,platform,709,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727510.0,10,administrative,,Gran Via,Gran Via,,boundary,Q8964912,ca:Gran Via (barri de València),,,,
POINT (-0.3692556 39.4609254),yes,no,yes,bus_stop,Maties Perelló - Mestre Aguilar,EMT,Empresa Municipal de Transportes de Valencia,platform,604,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3730439 39.4593174),yes,yes,yes,bus_stop,Els Centelles - Sueca,EMT,Empresa Municipal de Transportes de Valencia,platform,605,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.376501 39.4578378),yes,no,yes,bus_stop,Parc Central,EMT,Empresa Municipal de Transportes de Valencia,platform,606,yes,www.emtvalencia.es,Filipines - Manuel Sanchis Guarner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3664407 39.4621279),yes,no,yes,bus_stop,Maties Perelló - Lluís de Santàngel,EMT,Empresa Municipal de Transportes de Valencia,platform,603,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3749091 39.463629),yes,yes,yes,bus_stop,Cadis - Dénia,EMT,Empresa Municipal de Transportes de Valencia,platform,716,yes,www.emtvalencia.es,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3738007 39.4620337),yes,no,yes,bus_stop,Cadis - Puerto Rico,EMT,Empresa Municipal de Transportes de Valencia,platform,717,yes,www.emtvalencia.es,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.371896 39.45935),yes,yes,yes,bus_stop,Cadis - dels Centelles,EMT,Empresa Municipal de Transportes de Valencia,platform,718,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.370527 39.4617583),yes,no,yes,bus_stop,Mercat de Russafa,EMT,Empresa Municipal de Transportes de Valencia,platform,720,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3773663 39.4631755),,,yes,bus_stop,Germanies - Cuba,EMT,Empresa Municipal de Transportes de Valencia,platform,2080,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3746089 39.4644089),yes,,yes,bus_stop,Germanies - Sevilla,EMT,Empresa Municipal de Transportes de Valencia,platform,708,yes,www.emtvalencia.es,,,,,2022-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.375211 39.464466),,,yes,bus_stop,Germanies - Castelló,EMT,Empresa Municipal de Transportes de Valencia,platform,690,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3708829 39.4637124),yes,yes,yes,bus_stop,Pintor Salvador Abril - Mestre J. Serrano,EMT,Empresa Municipal de Transportes de Valencia,platform,728,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3638001 39.4627247),yes,no,yes,bus_stop,Regne de València - Peris i Valero,EMT,Empresa Municipal de Transportes de Valencia,platform,724,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3690079 39.4638741),yes,yes,yes,bus_stop,Regne de València - Lluís Santàngel,EMT,Empresa Municipal de Transportes de Valencia,platform,723,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3730549 39.4647295),yes,no,yes,bus_stop,Regne de València - Russafa,EMT,Empresa Municipal de Transportes de Valencia,platform,722,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3719505 39.4633759),no,yes,yes,bus_stop,Sant Valero,EMT,Empresa Municipal de Transportes de Valencia,platform,721,yes,www.emtvalencia.es,Russafa - Sant Valero,Ruzafa - San Valero,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3681196 39.4602319),yes,yes,yes,bus_stop,Peris i Valero - Pintor Salvador Abril,EMT,Empresa Municipal de Transportes de Valencia,platform,886,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3696976 39.4620474),yes,no,yes,bus_stop,Pintor Salvador Abril - Maties Perelló,EMT,Empresa Municipal de Transportes de Valencia,platform,880,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3767607 39.4662101),yes,yes,yes,bus_stop,Estació del Nord - Castelló,EMT,Empresa Municipal de Transportes de Valencia,platform,1858,yes,www.emtvalencia.es,Castelló - Estació Nord,Castellón - Estación del Norte,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3742646 39.4658763),no,no,yes,bus_stop,Russafa - Ciril Amorós,EMT,Empresa Municipal de Transportes de Valencia,platform,830,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.363227 39.462102),yes,yes,yes,bus_stop,Peris i Valero - Escultor Josep Capuz,EMT,Empresa Municipal de Transportes de Valencia,platform,1688,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3748983 39.4612583),,,yes,bus_stop,Sueca - Puerto Rico,EMT,Empresa Municipal de Transportes de Valencia,platform,1675,yes,www.emtvalencia.es,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3764138 39.463406),,,yes,bus_stop,Sueca - G.V. Germanies,EMT,Empresa Municipal de Transportes de Valencia,platform,1676,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3732067 39.4588599),yes,no,yes,bus_stop,Sueca - Peris i Valero,EMT,Empresa Municipal de Transportes de Valencia,platform,1818,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3657537 39.4612384),yes,yes,yes,bus_stop,Peris i Valero - Duc de Calàbria,EMT,Empresa Municipal de Transportes de Valencia,platform,1854,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.376571 39.4583851),,,yes,bus_stop,Parc Central,EMT,Empresa Municipal de Transportes de Valencia,platform,2154,yes,www.emtvalencia.es,Filipines (impar) - Manuel Sanchis Guarner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3782823 39.4606944),yes,,yes,bus_stop,Filipines - Puerto Rico,EMT,Empresa Municipal de Transportes de Valencia,platform,2128,yes,www.emtvalencia.es,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.377077 39.4582599),,,yes,bus_stop,Parc Central,EMT,Empresa Municipal de Transportes de Valencia,platform,2078,,www.emtvalencia.es,Filipines - Literat Azorín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3787521 39.4606755),,,yes,bus_stop,Filipines - Gibraltar,EMT,Empresa Municipal de Transportes de Valencia,platform,2127,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3769992 39.466132),yes,yes,yes,bus_stop,Alacant - Castelló,EMT,Empresa Municipal de Transportes de Valencia,platform,2330,yes,www.emtvalencia.es,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727511.0,10,administrative,,Russafa,Russafa,Ruzafa,boundary,Q9071485,ca:Russafa,,,,
POINT (-0.3883981 39.4649052),no,no,yes,bus_stop,Pérez Galdós - Conca,EMT,Empresa Municipal de Transportes de Valencia,platform,439,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3840468 39.4685489),yes,no,yes,bus_stop,Prefectura superior de Policia,EMT,Empresa Municipal de Transportes de Valencia,platform,704,yes,www.emtvalencia.es,Ramón i Cajal - Conca,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3830262 39.4671257),,,yes,bus_stop,Ramón i Cajal (imparell) - Jesús,EMT,Empresa Municipal de Transportes de Valencia,platform,705,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3851655 39.4704999),yes,yes,yes,bus_stop,Àngel Guimerà,EMT,Empresa Municipal de Transportes de Valencia,platform,703,yes,www.emtvalencia.es,Ferran el Catòlic (central) - Àngel Guimerà,Fernando el Católico (central) - Ángel Guimerá,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3851165 39.4700363),yes,no,yes,bus_stop,Àngel Guimerà,EMT,Empresa Municipal de Transportes de Valencia,platform,702,yes,www.emtvalencia.es,Ferran el Catòlic (impar) - Àngel Guimerà,Fernando el Católico (impar) - Ángel Guimerá,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3846769 39.4659516),,,yes,bus_stop,Sant Francesc de Borja - Jesús,EMT,Empresa Municipal de Transportes de Valencia,platform,761,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3877932 39.4665132),yes,yes,yes,bus_stop,Sant Josep de Calassanç - Alberic,EMT,Empresa Municipal de Transportes de Valencia,platform,760,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3847739 39.4684126),no,yes,yes,bus_stop,Conca - Alzira,EMT,Empresa Municipal de Transportes de Valencia,platform,745,no,www.emtvalencia.es,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3881151 39.4698374),no,,yes,bus_stop,Àngel Guimerà - Bon Ordre,EMT,Empresa Municipal de Transportes de Valencia,platform,746,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3854803 39.4613841),yes,no,yes,bus_stop,Albacete - Mestre Sosa,EMT,Empresa Municipal de Transportes de Valencia,platform,742,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3867006 39.4660431),yes,,yes,bus_stop,Conca - Bisbe Amigó,EMT,Empresa Municipal de Transportes de Valencia,platform,744,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3835639 39.466162),,,yes,bus_stop,Jesús - Sant Francesc de Borja,EMT,Empresa Municipal de Transportes de Valencia,platform,739,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3856052 39.4637561),,,yes,bus_stop,Jesús - Pintor Segrelles,EMT,Empresa Municipal de Transportes de Valencia,platform,741,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.382959 39.4596055),yes,,yes,bus_stop,Sant Vicent Màrtir - Giorgeta,EMT,Empresa Municipal de Transportes de Valencia,platform,737,yes,www.emtvalencia.es,Sant Vicent Màrtir - Roís de Corella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3823636 39.461818),yes,no,yes,bus_stop,Centre de Salut Gil i Morte,EMT,Empresa Municipal de Transportes de Valencia,platform,738,yes,www.emtvalencia.es,Sant Vicent Màrtir - Dr. Gil i Morte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3821943 39.4659604),,,yes,bus_stop,Plaça d'Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,1041,yes,www.emtvalencia.es,Ramón i Cajal - Pintor Benedito,Ramón y Cajal - Pintor Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3875139 39.4636615),,,yes,bus_stop,Pérez Galdós - Martínez Aloy,EMT,Empresa Municipal de Transportes de Valencia,platform,1691,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
