geometry,leisure,name_left,name:ca_left,note,name:es_left,operator,operator:type,name:etymology:wikidata,wikidata_left,wikipedia_left,alt_name_left,opening_hours,tourism,addr:city,addr:postcode,addr:street,alt_name:ca_left,alt_name:es,nohousenumber,old_name_left,phone,source_left,wikimedia_commons,dog,smoking,loc_name,access,loc_name:ca,loc_name:es,lit,surface,addr:housenumber,old_name:es,name:sr,place,foot,designation,name:etymology,source:date,natural,garden:type,description,noname,building,fee,parking,landuse,type_left,amenity,centroid,coords,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type_right,wikidata_right,wikipedia_right,ref,alt_name_right,old_name_right,alt_name:ca_right
POINT (-0.3778222154080441 39.45474913597096),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3778222154080441 39.45474913597096),"(39.45474913597096, -0.3778222154080441)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3769060056606783 39.452160623245845),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand,,,,,,,,,,,,,,,,,,,POINT (-0.3769060056606783 39.452160623245845),"(39.452160623245845, -0.37690600566067833)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3752315965597559 39.448467118198316),park,Parc de Malilla,Parc de Malilla,,Parque de Malilla,Ajuntament de València,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3752315965597559 39.448467118198316),"(39.448467118198316, -0.3752315965597559)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3755358785302514 39.44631970557048),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3755358785302514 39.44631970557048),"(39.44631970557048, -0.3755358785302514)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3717890061591201 39.44717329906278),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3717890061591201 39.44717329906278),"(39.44717329906278, -0.3717890061591201)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3711118911713038 39.44745877364399),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3711118911713038 39.44745877364399),"(39.44745877364399, -0.3711118911713038)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3845432887615659 39.439404324004784),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3845432887615659 39.439404324004784),"(39.439404324004784, -0.3845432887615659)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3720244703811487 39.4501242306617),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3720244703811487 39.4501242306617),"(39.4501242306617, -0.3720244703811487)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3791349180779013 39.43874502790961),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3791349180779013 39.43874502790961),"(39.43874502790961, -0.37913491807790134)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3778311782505942 39.44994658288663),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3778311782505942 39.44994658288663),"(39.44994658288663, -0.3778311782505942)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3779277255404591 39.449467389775165),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3779277255404591 39.449467389775165),"(39.449467389775165, -0.37792772554045906)",relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3711598875369385 39.455534835779396),park,Parc de Blancaneus,Parc de Blancaneus,,Parque de Blancanieves,Ajuntament de València,,,,,,,,,,Avinguda del Doctor Waksman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3711598875369385 39.455534835779396),"(39.455534835779396, -0.3711598875369385)",relation,14785204.0,10,administrative,,En Corts,En Corts,,boundary,Q11681468,ca:En Corts,,,,
POINT (-0.3731430775878902 39.4571798648594),park,Plaça de Raquel Payà (Pedagoga),Plaça de Raquel Payà (Pedagoga),,Plaza de Raquel Payá (Pedagoga),,,Q20006451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3731430775878902 39.4571798648594),"(39.4571798648594, -0.37314307758789017)",relation,14785204.0,10,administrative,,En Corts,En Corts,,boundary,Q11681468,ca:En Corts,,,,
POINT (-0.3722075475971181 39.4567353568061),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3722075475971181 39.4567353568061),"(39.4567353568061, -0.3722075475971181)",relation,14785204.0,10,administrative,,En Corts,En Corts,,boundary,Q11681468,ca:En Corts,,,,
POINT (-0.3653135029579814 39.45714182280331),park,Plaça del Pedagog Pestalozzi,Plaça del Pedagog Pestalozzi,,Plaza del Pedagogo Pestalozzi,,,Q105428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3653135029579814 39.45714182280331),"(39.45714182280331, -0.36531350295798143)",relation,14785205.0,10,administrative,,Montolivet,Montolivet,,boundary,Q11693518,ca:Montolivet (barri de València),,,,
POINT (-0.3643761830574366 39.45875573284037),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3643761830574366 39.45875573284037),"(39.45875573284037, -0.3643761830574366)",relation,14785205.0,10,administrative,,Montolivet,Montolivet,,boundary,Q11693518,ca:Montolivet (barri de València),,,,
POINT (-0.3650137691705458 39.45813861818269),park,Plaça del Doctor Torrens,Plaça del Doctor Torrens,,Plaza Doctor Torrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3650137691705458 39.45813861818269),"(39.45813861818269, -0.36501376917054584)",relation,14785205.0,10,administrative,,Montolivet,Montolivet,,boundary,Q11693518,ca:Montolivet (barri de València),,,,
POINT (-0.3594412968606866 39.46247895764674),park,Parc Gulliver,Parc Gulliver,,Parque Gulliver,,,,Q2345508,es:Parque Gulliver,,,,,,,,,,,,,,,,,,,,,,,,Гулливер Парк,,,,,,,,,,,,,,,,POINT (-0.3594412968606866 39.46247895764674),"(39.46247895764674, -0.3594412968606866)",relation,14785205.0,10,administrative,,Montolivet,Montolivet,,boundary,Q11693518,ca:Montolivet (barri de València),,,,
POINT (-0.3685598420067793 39.45927783424317),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3685598420067793 39.45927783424317),"(39.45927783424317, -0.36855984200677927)",relation,14785205.0,10,administrative,,Montolivet,Montolivet,,boundary,Q11693518,ca:Montolivet (barri de València),,,,
POINT (-0.3670158644460208 39.44411876677049),park,Plaça de l'Escultor Pastor,Plaça de l'Escultor Pastor,,Plaza del Escultor Pastor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3670158644460208 39.44411876677049),"(39.44411876677049, -0.3670158644460208)",relation,14785206.0,10,administrative,,la Fonteta de Sant Lluís,la Fonteta de Sant Lluís,,boundary,Q8962950,ca:La Fonteta de Sant Lluís,,,,
POINT (-0.3349960300984106 39.44234480390199),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3349960300984106 39.44234480390199),"(39.44234480390199, -0.33499603009841056)",relation,14876878.0,10,administrative,,Natzaret,Natzaret,,boundary,Q11695197,ca:Natzaret (barri de València),,,Llatzaret o el Bol Major,
POINT (-0.3331113004082923 39.44436110719566),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3331113004082923 39.44436110719566),"(39.44436110719566, -0.3331113004082923)",relation,14876878.0,10,administrative,,Natzaret,Natzaret,,boundary,Q11695197,ca:Natzaret (barri de València),,,Llatzaret o el Bol Major,
POINT (-0.3333973994551469 39.44406090067607),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3333973994551469 39.44406090067607),"(39.44406090067607, -0.3333973994551469)",relation,14876878.0,10,administrative,,Natzaret,Natzaret,,boundary,Q11695197,ca:Natzaret (barri de València),,,Llatzaret o el Bol Major,
POINT (-0.3323093043875206 39.44340899472393),park,Parque Mar Blava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3323093043875206 39.44340899472393),"(39.44340899472393, -0.33230930438752065)",relation,14876878.0,10,administrative,,Natzaret,Natzaret,,boundary,Q11695197,ca:Natzaret (barri de València),,,Llatzaret o el Bol Major,
POINT (-0.332785124504795 39.44624056973071),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.332785124504795 39.44624056973071),"(39.44624056973071, -0.332785124504795)",relation,14876878.0,10,administrative,,Natzaret,Natzaret,,boundary,Q11695197,ca:Natzaret (barri de València),,,Llatzaret o el Bol Major,
POINT (-0.3345824646432825 39.47206747018789),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3345824646432825 39.47206747018789),"(39.47206747018789, -0.3345824646432825)",relation,14876879.0,10,administrative,,Beteró,Beteró,,boundary,Q8247202,ca:Beteró,,,,
POINT (-0.3366201288307024 39.47316040906198),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,no,surface,,,,POINT (-0.3366201288307024 39.47316040906198),"(39.47316040906198, -0.3366201288307024)",relation,14876879.0,10,administrative,,Beteró,Beteró,,boundary,Q8247202,ca:Beteró,,,,
POINT (-0.3340963776559269 39.47531582030896),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3340963776559269 39.47531582030896),"(39.47531582030896, -0.33409637765592687)",relation,14876879.0,10,administrative,,Beteró,Beteró,,boundary,Q8247202,ca:Beteró,,,,
POINT (-0.3367208278869196 39.47121741751257),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3367208278869196 39.47121741751257),"(39.47121741751257, -0.3367208278869196)",relation,14876879.0,10,administrative,,Beteró,Beteró,,boundary,Q8247202,ca:Beteró,,,,
POINT (-0.3389432939261613 39.46920256578121),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3389432939261613 39.46920256578121),"(39.46920256578121, -0.3389432939261613)",relation,14876879.0,10,administrative,,Beteró,Beteró,,boundary,Q8247202,ca:Beteró,,,,
POINT (-0.3306796143002125 39.47832405620253),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3306796143002125 39.47832405620253),"(39.47832405620253, -0.3306796143002125)",relation,14876880.0,10,administrative,,la Malva-rosa,la Malva-rosa,,boundary,Q11690389,ca:La Malva-rosa,,,,
POINT (-0.3318243993397048 39.482282336090016),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3318243993397048 39.482282336090016),"(39.482282336090016, -0.3318243993397048)",relation,14876880.0,10,administrative,,la Malva-rosa,la Malva-rosa,,boundary,Q11690389,ca:La Malva-rosa,,,,
POINT (-0.3319734558944742 39.47979199831274),park,Plaça del Músic Moreno Gans,Plaça del Músic Moreno Gans,,Plaza Músico Moreno Gans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square,,,,,,,,,,,,,,,POINT (-0.3319734558944742 39.47979199831274),"(39.47979199831274, -0.33197345589447425)",relation,14876880.0,10,administrative,,la Malva-rosa,la Malva-rosa,,boundary,Q11690389,ca:La Malva-rosa,,,,
POINT (-0.3283828832525685 39.482575411383394),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3283828832525685 39.482575411383394),"(39.482575411383394, -0.32838288325256854)",relation,14876880.0,10,administrative,,la Malva-rosa,la Malva-rosa,,boundary,Q11690389,ca:La Malva-rosa,,,,
"MULTIPOLYGON (((-0.3275663 39.4717881, -0.3275532 39.4717921, -0.3272977 39.4717654, -0.3268317 39.4717188, -0.326776 39.4717133, -0.3267598 39.4717116, -0.3268272 39.4712568, -0.326829 39.4712445, -0.3268335 39.4712107, -0.3268723 39.4709651, -0.3269131 39.4706692, -0.3270063 39.4706778, -0.3277061 39.4707423, -0.3277227 39.4707438, -0.3275716 39.4717767, -0.3275663 39.4717881)), ((-0.3275492 39.4719531, -0.3274554 39.4725454, -0.3274441 39.4726268, -0.3274395 39.47266, -0.3274289 39.4727365, -0.3273734 39.4731378, -0.327371 39.4731553, -0.3273676 39.4731778, -0.3273591 39.4732346, -0.3273571 39.4732476, -0.327233 39.4740768, -0.3272281 39.47411, -0.3272163 39.4741966, -0.3271942 39.4741955, -0.3271927 39.4741095, -0.3271854 39.4739831, -0.32717 39.4737129, -0.3271169 39.4735313, -0.3270151 39.4731633, -0.3270103 39.4731471, -0.3270051 39.4731297, -0.3269982 39.4731088, -0.3267932 39.4724913, -0.3267471 39.4722418, -0.3267373 39.4721466, -0.3267207 39.4719611, -0.3267374 39.4718574, -0.3267559 39.4718593, -0.3268128 39.4718651, -0.3272495 39.4719093, -0.3272793 39.4719119, -0.3273081 39.4719151, -0.327538 39.4719398, -0.3275492 39.4719531)))",park,Parc del Doctor Lluch,Parc del Doctor Lluch,,Parque del Doctor Lluch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,POINT (-0.3271925048702064 39.471966235007194),"(39.471966235007194, -0.3271925048702064)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3309127045664975 39.47490492936166),park,Jardí de la Remonta,,,,,,,,,,Mo-Su 07:30-21:30,,València,,Avinguda dels Tarongers,,,,,,,,,,Parc de la Remunta,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3309127045664975 39.47490492936166),"(39.47490492936166, -0.3309127045664975)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3346155198750269 39.46709993697552),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3346155198750269 39.46709993697552),"(39.46709993697552, -0.33461551987502686)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3240741903852754 39.46417661803661),park,Jardines de Neptuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3240741903852754 39.46417661803661),"(39.46417661803661, -0.32407419038527535)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3243192587140341 39.46536575871487),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3243192587140341 39.46536575871487),"(39.46536575871487, -0.3243192587140341)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3262505539520517 39.469031465990376),park,Plaça dels Homes de la Mar,Plaça dels Homes de la Mar,,Plaza Hombres del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3262505539520517 39.469031465990376),"(39.469031465990376, -0.3262505539520517)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3275562500000385 39.469072881567186),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3275562500000385 39.469072881567186),"(39.469072881567186, -0.3275562500000385)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3334941235403696 39.46845536575134),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3334941235403696 39.46845536575134),"(39.46845536575134, -0.3334941235403696)",relation,14876881.0,10,administrative,,el Cabanyal - el Canyamelar,el Cabanyal - Canyamelar,Cabañal - Cañamelar,boundary,Q5015234,ca:Cabanyal-Canyamelar,,,,
POINT (-0.3335934640349585 39.45956123051721),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3335934640349585 39.45956123051721),"(39.45956123051721, -0.3335934640349585)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3333929309880733 39.45875244959316),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3333929309880733 39.45875244959316),"(39.45875244959316, -0.3333929309880733)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3229068392576253 39.46207367703674),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3229068392576253 39.46207367703674),"(39.46207367703674, -0.32290683925762526)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3397397056576645 39.458365429459036),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3397397056576645 39.458365429459036),"(39.458365429459036, -0.3397397056576645)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.338484426656453 39.458226254799825),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,POINT (-0.338484426656453 39.458226254799825),"(39.458226254799825, -0.33848442665645295)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3324287503652434 39.460865982234886),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3324287503652434 39.460865982234886),"(39.460865982234886, -0.33242875036524344)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.318556701367542 39.45997330288913),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.318556701367542 39.45997330288913),"(39.45997330288913, -0.318556701367542)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3399426621668897 39.45827843544396),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3399426621668897 39.45827843544396),"(39.45827843544396, -0.33994266216688973)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3373164933201138 39.458031955769044),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3373164933201138 39.458031955769044),"(39.458031955769044, -0.33731649332011376)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3386151550595695 39.458088099331995),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3386151550595695 39.458088099331995),"(39.458088099331995, -0.3386151550595695)",relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.415823092872342 39.502273796918956),park,Parc Coves Camales,Parc Coves Camales,,Parque de Cuevas Camales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.415823092872342 39.502273796918956),"(39.502273796918956, -0.415823092872342)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.423679405891355 39.50161457312261),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.423679405891355 39.50161457312261),"(39.50161457312261, -0.423679405891355)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.418687677178438 39.501622388775615),park,Plaça de Luis Cano,Plaça de Luis Cano,,Plaza Luis Cano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.418687677178438 39.501622388775615),"(39.501622388775615, -0.41868767717843797)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4173768398499402 39.501603426429256),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4173768398499402 39.501603426429256),"(39.501603426429256, -0.41737683984994023)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4212300396176641 39.50146376186977),park,Parque Lineal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4212300396176641 39.50146376186977),"(39.50146376186977, -0.4212300396176641)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4243562214814278 39.49955346274814),park,Parque Lineal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4243562214814278 39.49955346274814),"(39.49955346274814, -0.42435622148142776)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4181683455837499 39.501938156931075),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4181683455837499 39.501938156931075),"(39.501938156931075, -0.4181683455837499)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4156476446689705 39.50168715187823),park,Parc Linial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4156476446689705 39.50168715187823),"(39.50168715187823, -0.4156476446689705)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4199110981891544 39.49964913639224),park,Parc de l’Esperança,Parc de l’Esperança,,Parque de la Esperanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4199110981891544 39.49964913639224),"(39.49964913639224, -0.41991109818915445)",relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4047154821606644 39.49491495583841),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4047154821606644 39.49491495583841),"(39.49491495583841, -0.4047154821606644)",relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4029114496558949 39.49721437135144),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4029114496558949 39.49721437135144),"(39.49721437135144, -0.40291144965589487)",relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4011376842189306 39.4979058629394),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4011376842189306 39.4979058629394),"(39.4979058629394, -0.40113768421893065)",relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4055205455288077 39.493896170474606),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4055205455288077 39.493896170474606),"(39.493896170474606, -0.4055205455288077)",relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4005168900421142 39.49701663248397),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4005168900421142 39.49701663248397),"(39.49701663248397, -0.4005168900421142)",relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.3833533 39.491753),park,Parc de Miguel Ángel Blanco,Parc de Miguel Ángel Blanco,,Parque Miguel Ángel Blanco,Ajuntament de València,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3833533 39.491753),"(39.491753, -0.3833533)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.398747570157831 39.493259284082136),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.398747570157831 39.493259284082136),"(39.493259284082136, -0.398747570157831)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3883412110549103 39.49299418138503),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3883412110549103 39.49299418138503),"(39.49299418138503, -0.38834121105491026)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
